"activity" "subject" "features" "Mean"
"WALKING_UPSTAIRS" 4 "TD_BodyAccstdX" -0.249370665965969
"LAYING" 9 "TD_BodyAccstdX" -0.96803042125
"SITTING" 9 "TD_BodyAccstdX" -0.974061157329843
"STANDING" 9 "TD_BodyAccstdX" -0.981965586038647
"WALKING" 9 "TD_BodyAccstdX" -0.250603945011173
"WALKING_DOWNSTAIRS" 9 "TD_BodyAccstdX" 0.194007781668571
"WALKING_UPSTAIRS" 9 "TD_BodyAccstdX" -0.208469459567865
"LAYING" 10 "TD_BodyAccstdX" -0.96302957202381
"SITTING" 10 "TD_BodyAccstdX" -0.985157174657534
"STANDING" 10 "TD_BodyAccstdX" -0.984637019658537
"WALKING" 10 "TD_BodyAccstdX" -0.221961983872269
"WALKING_DOWNSTAIRS" 10 "TD_BodyAccstdX" 0.342799214751773
"WALKING_UPSTAIRS" 10 "TD_BodyAccstdX" -0.101088337785315
"LAYING" 12 "TD_BodyAccstdX" -0.954194394568282
"SITTING" 12 "TD_BodyAccstdX" -0.983116929170732
"STANDING" 12 "TD_BodyAccstdX" -0.979802175363636
"WALKING" 12 "TD_BodyAccstdX" -0.250550585409524
"WALKING_DOWNSTAIRS" 12 "TD_BodyAccstdX" 0.0774770090780749
"WALKING_UPSTAIRS" 12 "TD_BodyAccstdX" -0.272650432460571
"LAYING" 13 "TD_BodyAccstdX" -0.948821819095238
"SITTING" 13 "TD_BodyAccstdX" -0.983618628060606
"STANDING" 13 "TD_BodyAccstdX" -0.987607796214689
"WALKING" 13 "TD_BodyAccstdX" -0.207949181044099
"WALKING_DOWNSTAIRS" 13 "TD_BodyAccstdX" 0.1036869388568
"WALKING_UPSTAIRS" 13 "TD_BodyAccstdX" -0.156540707021888
"LAYING" 18 "TD_BodyAccstdX" -0.959703201666667
"SITTING" 18 "TD_BodyAccstdX" -0.98808787816092
"STANDING" 18 "TD_BodyAccstdX" -0.991109065885417
"WALKING" 18 "TD_BodyAccstdX" -0.348389153817708
"WALKING_DOWNSTAIRS" 18 "TD_BodyAccstdX" -0.0378798252364162
"WALKING_UPSTAIRS" 18 "TD_BodyAccstdX" -0.279856497898286
"LAYING" 20 "TD_BodyAccstdX" -0.942475761611765
"SITTING" 20 "TD_BodyAccstdX" -0.982891658344371
"STANDING" 20 "TD_BodyAccstdX" -0.979344220995671
"WALKING" 20 "TD_BodyAccstdX" -0.426552934798913
"WALKING_DOWNSTAIRS" 20 "TD_BodyAccstdX" -0.0713685631283784
"WALKING_UPSTAIRS" 20 "TD_BodyAccstdX" -0.30747111717191
"LAYING" 24 "TD_BodyAccstdX" -0.970489727248908
"SITTING" 24 "TD_BodyAccstdX" -0.984464592033898
"STANDING" 24 "TD_BodyAccstdX" -0.989525425707071
"WALKING" 24 "TD_BodyAccstdX" -0.380614623602339
"WALKING_DOWNSTAIRS" 24 "TD_BodyAccstdX" 0.144348232661905
"WALKING_UPSTAIRS" 24 "TD_BodyAccstdX" -0.190540795964815
"LAYING" 2 "TD_BodyAccstdY" -0.212088152397425
"SITTING" 2 "TD_BodyAccstdY" -0.293451564242289
"STANDING" 2 "TD_BodyAccstdY" 0.0373049968356542
"WALKING" 2 "TD_BodyAccstdY" -0.119422159871756
"WALKING_DOWNSTAIRS" 2 "TD_BodyAccstdY" -0.357843556927703
"WALKING_UPSTAIRS" 2 "TD_BodyAccstdY" -0.373739666686667
"LAYING" 4 "TD_BodyAccstdY" -0.317724441051965
"SITTING" 4 "TD_BodyAccstdY" -0.198085431312766
"STANDING" 4 "TD_BodyAccstdY" -0.110021268181679
"WALKING" 4 "TD_BodyAccstdY" -0.0472539340783598
"WALKING_DOWNSTAIRS" 4 "TD_BodyAccstdY" -0.193490832792593
"WALKING_UPSTAIRS" 4 "TD_BodyAccstdY" -0.231076090963351
"LAYING" 9 "TD_BodyAccstdY" -0.149388049360096
"SITTING" 9 "TD_BodyAccstdY" -0.442062186991099
"STANDING" 9 "TD_BodyAccstdY" -0.302640387097585
"WALKING" 9 "TD_BodyAccstdY" -0.0954674794201117
"WALKING_DOWNSTAIRS" 9 "TD_BodyAccstdY" -0.269514040114286
"WALKING_UPSTAIRS" 9 "TD_BodyAccstdY" -0.16142481878474
"LAYING" 10 "TD_BodyAccstdY" -0.187434146441667
"SITTING" 10 "TD_BodyAccstdY" -0.187715041724338
"STANDING" 10 "TD_BodyAccstdY" -0.045433612517561
"WALKING" 10 "TD_BodyAccstdY" -0.151853037235324
"WALKING_DOWNSTAIRS" 10 "TD_BodyAccstdY" -0.144611890273759
"WALKING_UPSTAIRS" 10 "TD_BodyAccstdY" -0.153577659406713
"LAYING" 12 "TD_BodyAccstdY" -0.46581722296696
"SITTING" 12 "TD_BodyAccstdY" -0.304282474983902
"STANDING" 12 "TD_BodyAccstdY" -0.0665054141490909
"WALKING" 12 "TD_BodyAccstdY" -0.227217907487321
"WALKING_DOWNSTAIRS" 12 "TD_BodyAccstdY" -0.368888262649198
"WALKING_UPSTAIRS" 12 "TD_BodyAccstdY" -0.290090462639048
"LAYING" 13 "TD_BodyAccstdY" -0.38983081262
"SITTING" 13 "TD_BodyAccstdY" -0.222099170632121
"STANDING" 13 "TD_BodyAccstdY" -0.0236057287474576
"WALKING" 13 "TD_BodyAccstdY" -0.067841048201118
"WALKING_DOWNSTAIRS" 13 "TD_BodyAccstdY" -0.2397792286888
"WALKING_UPSTAIRS" 13 "TD_BodyAccstdY" -0.152134919120979
"LAYING" 18 "TD_BodyAccstdY" -0.329182018450968
"SITTING" 18 "TD_BodyAccstdY" -0.161384534304943
"STANDING" 18 "TD_BodyAccstdY" -0.05062661841875
"WALKING" 18 "TD_BodyAccstdY" -0.169664066562292
"WALKING_DOWNSTAIRS" 18 "TD_BodyAccstdY" -0.256712055698266
"WALKING_UPSTAIRS" 18 "TD_BodyAccstdY" -0.161852015551429
"LAYING" 20 "TD_BodyAccstdY" -0.384907667305882
"SITTING" 20 "TD_BodyAccstdY" -0.135257305134636
"STANDING" 20 "TD_BodyAccstdY" -0.0445479446324675
"WALKING" 20 "TD_BodyAccstdY" -0.213972601942935
"WALKING_DOWNSTAIRS" 20 "TD_BodyAccstdY" -0.210771562412162
"WALKING_UPSTAIRS" 20 "TD_BodyAccstdY" -0.310109888425843
"LAYING" 24 "TD_BodyAccstdY" -0.185201815791703
"SITTING" 24 "TD_BodyAccstdY" -0.269674563532627
"STANDING" 24 "TD_BodyAccstdY" -0.0233469751221212
"WALKING" 24 "TD_BodyAccstdY" -0.117018561968421
"WALKING_DOWNSTAIRS" 24 "TD_BodyAccstdY" -0.000859038363129249
"WALKING_UPSTAIRS" 24 "TD_BodyAccstdY" -0.147379794283333
"LAYING" 2 "TD_BodyAccstdZ" -0.135202659426695
"SITTING" 2 "TD_BodyAccstdZ" 0.19877886394194
"STANDING" 2 "TD_BodyAccstdZ" 0.179924097371075
"WALKING" 2 "TD_BodyAccstdZ" 0.307975765610687
"WALKING_DOWNSTAIRS" 2 "TD_BodyAccstdZ" 0.146824967420946
"WALKING_UPSTAIRS" 2 "TD_BodyAccstdZ" 0.139332203352
"LAYING" 4 "TD_BodyAccstdZ" -0.378254953229476
"SITTING" 4 "TD_BodyAccstdZ" 0.210944643021277
"STANDING" 4 "TD_BodyAccstdZ" 0.184207759196565
"WALKING" 4 "TD_BodyAccstdZ" 0.275643522245503
"WALKING_DOWNSTAIRS" 4 "TD_BodyAccstdZ" 0.156749519755556
"WALKING_UPSTAIRS" 4 "TD_BodyAccstdZ" 0.156900818815026
"LAYING" 9 "TD_BodyAccstdZ" -0.136602038526154
"SITTING" 9 "TD_BodyAccstdZ" 0.148015604329581
"STANDING" 9 "TD_BodyAccstdZ" 0.177440455095411
"WALKING" 9 "TD_BodyAccstdZ" 0.213393503445922
"WALKING_DOWNSTAIRS" 9 "TD_BodyAccstdZ" 0.127683304992
"WALKING_UPSTAIRS" 9 "TD_BodyAccstdZ" 0.138508612305208
"LAYING" 10 "TD_BodyAccstdZ" -0.114967653820556
"SITTING" 10 "TD_BodyAccstdZ" 0.104240390292922
"STANDING" 10 "TD_BodyAccstdZ" 0.18258060321439
"WALKING" 10 "TD_BodyAccstdZ" 0.200458682011574
"WALKING_DOWNSTAIRS" 10 "TD_BodyAccstdZ" 0.174007768719149
"WALKING_UPSTAIRS" 10 "TD_BodyAccstdZ" 0.0886590982699301
"LAYING" 12 "TD_BodyAccstdZ" -0.339627129719075
"SITTING" 12 "TD_BodyAccstdZ" 0.246789164353171
"STANDING" 12 "TD_BodyAccstdZ" 0.3318051920815
"WALKING" 12 "TD_BodyAccstdZ" 0.212237932605357
"WALKING_DOWNSTAIRS" 12 "TD_BodyAccstdZ" 0.171423805477326
"WALKING_UPSTAIRS" 12 "TD_BodyAccstdZ" 0.0199462540404762
"LAYING" 13 "TD_BodyAccstdZ" -0.424720050756667
"SITTING" 13 "TD_BodyAccstdZ" 0.251447496992727
"STANDING" 13 "TD_BodyAccstdZ" 0.30685435359322
"WALKING" 13 "TD_BodyAccstdZ" 0.377331939962733
"WALKING_DOWNSTAIRS" 13 "TD_BodyAccstdZ" 0.2343952526784
"WALKING_UPSTAIRS" 13 "TD_BodyAccstdZ" 0.366536224643357
"LAYING" 18 "TD_BodyAccstdZ" -0.280896209234946
"SITTING" 18 "TD_BodyAccstdZ" 0.0890513342935
"STANDING" 18 "TD_BodyAccstdZ" 0.245194018140807
"WALKING" 18 "TD_BodyAccstdZ" 0.309663445354167
"WALKING_DOWNSTAIRS" 18 "TD_BodyAccstdZ" 0.138860498820058
"WALKING_UPSTAIRS" 18 "TD_BodyAccstdZ" 0.115115869100571
"LAYING" 20 "TD_BodyAccstdZ" -0.248106763869412
"SITTING" 20 "TD_BodyAccstdZ" 0.202288466071258
"STANDING" 20 "TD_BodyAccstdZ" 0.33074972834329
"WALKING" 20 "TD_BodyAccstdZ" 0.0430185735942935
"WALKING_DOWNSTAIRS" 20 "TD_BodyAccstdZ" -0.00470360976351351
"WALKING_UPSTAIRS" 20 "TD_BodyAccstdZ" -0.0602846267865169
"LAYING" 24 "TD_BodyAccstdZ" -0.191003280921397
"SITTING" 24 "TD_BodyAccstdZ" 0.256432743790381
"STANDING" 24 "TD_BodyAccstdZ" 0.129378964558081
"WALKING" 24 "TD_BodyAccstdZ" 0.212805009684211
"WALKING_DOWNSTAIRS" 24 "TD_BodyAccstdZ" 0.0398814128068027
"WALKING_UPSTAIRS" 24 "TD_BodyAccstdZ" 0.00463400839851852
"LAYING" 2 "TD_GravityAccMeanX" -0.970497883776824
"SITTING" 2 "TD_GravityAccMeanX" -0.986853904129353
"STANDING" 2 "TD_GravityAccMeanX" -0.989205636682243
"WALKING" 2 "TD_GravityAccMeanX" -0.295468122332061
"WALKING_DOWNSTAIRS" 2 "TD_GravityAccMeanX" 0.0631817185594595
"WALKING_UPSTAIRS" 2 "TD_GravityAccMeanX" -0.385590600313333
"LAYING" 4 "TD_GravityAccMeanX" -0.972258913275109
"SITTING" 4 "TD_GravityAccMeanX" -0.980915480595745
"STANDING" 4 "TD_GravityAccMeanX" -0.974469467290076
"WALKING" 4 "TD_GravityAccMeanX" -0.36921323205291
"WALKING_DOWNSTAIRS" 4 "TD_GravityAccMeanX" 0.0062185503541358
"WALKING_UPSTAIRS" 4 "TD_GravityAccMeanX" -0.324223951197382
"LAYING" 9 "TD_GravityAccMeanX" -0.971405431538462
"SITTING" 9 "TD_GravityAccMeanX" -0.97504086486911
"STANDING" 9 "TD_GravityAccMeanX" -0.978837474202899
"WALKING" 9 "TD_GravityAccMeanX" -0.247119567404469
"WALKING_DOWNSTAIRS" 9 "TD_GravityAccMeanX" 0.0948790007041143
"WALKING_UPSTAIRS" 9 "TD_GravityAccMeanX" -0.259146182535938
"LAYING" 10 "TD_GravityAccMeanX" -0.969242373333333
"SITTING" 10 "TD_GravityAccMeanX" -0.984799742283105
"STANDING" 10 "TD_GravityAccMeanX" -0.980578702731707
"WALKING" 10 "TD_GravityAccMeanX" -0.185576546323843
"WALKING_DOWNSTAIRS" 10 "TD_GravityAccMeanX" 0.254097465283688
"WALKING_UPSTAIRS" 10 "TD_GravityAccMeanX" -0.119575321535035
"LAYING" 12 "TD_GravityAccMeanX" -0.959565634140969
"SITTING" 12 "TD_GravityAccMeanX" -0.982209374048781
"STANDING" 12 "TD_GravityAccMeanX" -0.975569201818182
"WALKING" 12 "TD_GravityAccMeanX" -0.2099739089375
"WALKING_DOWNSTAIRS" 12 "TD_GravityAccMeanX" 0.0244608825502674
"WALKING_UPSTAIRS" 12 "TD_GravityAccMeanX" -0.333244161871429
"LAYING" 13 "TD_GravityAccMeanX" -0.95899015352381
"SITTING" 13 "TD_GravityAccMeanX" -0.983617628969697
"STANDING" 13 "TD_GravityAccMeanX" -0.985280098700565
"WALKING" 13 "TD_GravityAccMeanX" -0.242908622042857
"WALKING_DOWNSTAIRS" 13 "TD_GravityAccMeanX" 0.0717805077648
"WALKING_UPSTAIRS" 13 "TD_GravityAccMeanX" -0.235440582539161
"LAYING" 18 "TD_GravityAccMeanX" -0.968036959247312
"SITTING" 18 "TD_GravityAccMeanX" -0.987284668505747
"STANDING" 18 "TD_GravityAccMeanX" -0.989589250729167
"WALKING" 18 "TD_GravityAccMeanX" -0.338118402433854
"WALKING_DOWNSTAIRS" 18 "TD_GravityAccMeanX" -0.0195261492398844
"WALKING_UPSTAIRS" 18 "TD_GravityAccMeanX" -0.348608393508571
"LAYING" 20 "TD_GravityAccMeanX" -0.952287545117647
"SITTING" 20 "TD_GravityAccMeanX" -0.981816693178808
"STANDING" 20 "TD_GravityAccMeanX" -0.976864284329004
"WALKING" 20 "TD_GravityAccMeanX" -0.4209504854375
"WALKING_DOWNSTAIRS" 20 "TD_GravityAccMeanX" -0.149855940142568
"WALKING_UPSTAIRS" 20 "TD_GravityAccMeanX" -0.345249527273034
"LAYING" 24 "TD_GravityAccMeanX" -0.974912107074236
"SITTING" 24 "TD_GravityAccMeanX" -0.985110254067797
"STANDING" 24 "TD_GravityAccMeanX" -0.988164281363636
"WALKING" 24 "TD_GravityAccMeanX" -0.378349541988304
"WALKING_DOWNSTAIRS" 24 "TD_GravityAccMeanX" -0.00819604530544218
"WALKING_UPSTAIRS" 24 "TD_GravityAccMeanX" -0.248698523160494
"LAYING" 2 "TD_GravityAccMeanY" -0.952911517077253
"SITTING" 2 "TD_GravityAccMeanY" -0.964672824029851
"STANDING" 2 "TD_GravityAccMeanY" -0.963244282523364
"WALKING" 2 "TD_GravityAccMeanY" -0.0647437813412214
"WALKING_DOWNSTAIRS" 2 "TD_GravityAccMeanY" 0.0341600745317568
"WALKING_UPSTAIRS" 2 "TD_GravityAccMeanY" -0.168567365420067
"LAYING" 4 "TD_GravityAccMeanY" -0.953327233668122
"SITTING" 4 "TD_GravityAccMeanY" -0.931808154255319
"STANDING" 4 "TD_GravityAccMeanY" -0.916389502557252
"WALKING" 4 "TD_GravityAccMeanY" -0.115445886176561
"WALKING_DOWNSTAIRS" 4 "TD_GravityAccMeanY" -0.0541364275654321
"WALKING_UPSTAIRS" 4 "TD_GravityAccMeanY" -0.151532034619372
"LAYING" 9 "TD_GravityAccMeanY" -0.963228445336539
"SITTING" 9 "TD_GravityAccMeanY" -0.939319661256545
"STANDING" 9 "TD_GravityAccMeanY" -0.937367592125604
"WALKING" 9 "TD_GravityAccMeanY" -0.0808698632235754
"WALKING_DOWNSTAIRS" 9 "TD_GravityAccMeanY" 0.0222811487662857
